Campaign report
"April 17, 2026 - April 17, 2026"
Campaign status,Campaign,Budget,Budget name,Budget type,Currency code,Status,Status reasons,Optimization score,Campaign type,Interactions,Interaction rate,Avg. cost,Cost,Impr.,Bid strategy type,Clicks,Conv. rate,Conv. value,Conv. value / cost,Conversions,Avg. CPC,Cost / conv.,Original conv. value
Enabled,(old) DE | ED | Tadalafil Aristo | Search | Prospecting | tCPA | AB Test - all languages,840.00, --,Daily,USD,Ended,campaign ended; All ad groups paused; All ads paused; most ads disapproved, --,Search,0, --,0,0.00,0,Maximize Conversions (Target CPA),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | Hair loss | Search | Prospecting | tCPA | broad only,600.00, --,Daily,USD,Paused,campaign paused; campaign ended; All ad groups paused; All ads paused; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize Conversions (Target CPA),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | Weight Loss Injection | Competitors | Search | Prospecting | maxClick,150.00, --,Daily,USD,Paused,unknown; campaign paused; All ad groups paused; All ads paused; most ads disapproved; some ads limited by policy, --,Search,0, --,0,0.00,0,Maximize clicks,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Enabled,DE | Hair loss | Search | Prospecting | tCPA,600.00, --,Daily,USD,Eligible (Limited),enhanced conversions has setup issues impacting performance; most ads limited by policy; search volume limited,68.37,Search,35,3.87%,2.84,99.48,905,Maximize Conversions (Target CPA),35,0.00%,0.00,0.00,0.00,2.84,0.00,0.00
Enabled,DE | Weight Loss Injection | Ozempic | Search | Prospecting |,4000.00, --,Daily,USD,Eligible (Limited),unknown; enhanced conversions has setup issues impacting performance; most ads disapproved; some ads limited by policy,70.36,Search,575,11.23%,4.57,2629.64,"5,122",Maximize Conversions (Target CPA),575,0.97%,"1,045.73",0.40,5.57,4.57,472.21,"1,045.73"
Enabled,DE | Birth control | Search | Prospecting | tCPA,1500.00, --,Daily,USD,Eligible (Limited),enhanced conversions has setup issues impacting performance; most ads limited by policy; missing enough relevant keywords,62.23,Search,189,3.58%,3.40,642.95,"5,277",Maximize Conversions (Target CPA),189,4.30%,328.16,0.51,8.12,3.40,79.17,328.16
Enabled,DE | Online Pharmacy/Doctor | Search | Prospecting | tCPA,1500.00, --,Daily,USD,Eligible (Limited),enhanced conversions has setup issues impacting performance; most ads limited by policy; ad strength is poor; missing enough relevant keywords,67.29,Search,661,7.35%,3.16,2086.48,"8,997",Maximize Conversions (Target CPA),661,1.48%,308.13,0.15,9.81,3.16,212.75,308.13
Paused,DE | Weight Loss Injection | Competitors | Search,220.00, --,Daily,USD,Paused,campaign paused; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize Conversions,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | Weight loss Pills | Orlistat/Xenical | Search | Prospecting | maxConv,200.00, --,Daily,USD,Paused,campaign paused; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize Conversions,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | Contraceptive Pill | - | Search | Prospecting,1.20, --,Daily,USD,Paused,unknown; campaign paused; All ads paused; some ads disapproved; most ads limited by policy, --,Search,0, --,0,0.00,0,Target Impression Share,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,DE | Weight Loss Injection | Wegovy | Search | Prospecting | maxConv,1600.00, --,Daily,USD,Paused,unknown; campaign paused; most ads disapproved; some ads limited by policy, --,Search,0, --,0,0.00,0,Maximize Conversions,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,DE | Weight Loss Injection | Mounjaro | Search | Prospecting | maxconv,1000.00, --,Daily,USD,Paused,unknown; campaign paused; some ads disapproved; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize Conversions,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,DE | Weight Loss Injection | GLP1 | Search | Generic,780.00, --,Daily,USD,Paused,campaign paused; All ads paused; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize Conversions (Target CPA),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,DE | Weight Loss Injection | Wegovy | Search | Prospecting | Head terms,400.00, --,Daily,USD,Paused,campaign paused; most ads disapproved, --,Search,0, --,0,0.00,0,Maximize Conversions (Target CPA),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,DE | Weight Loss Injection | Mounjaro | Search | Prospecting | tCPA 300 -maxcpc 15,1100.00, --,Daily,USD,Paused,campaign paused; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize Conversions,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | Weight Loss Injection | Semaglutid | Search | Prospecting | tCPA,300.00, --,Daily,USD,Paused,unknown; campaign paused; All ad groups paused; All ads paused; some ads disapproved; some ads limited by policy, --,Search,0, --,0,0.00,0,Maximize Conversions (Target CPA),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Enabled,(old) DE | ED | Sildenafil | Search | Prospecting | Max Clicks | Broad,4920.00, --,Daily,USD,Ended,unknown; campaign ended; All ad groups paused; All ads paused; most ads disapproved; some ads limited by policy, --,Search,0, --,0,0.00,0,Maximize clicks,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | Hair Loss | Finasteride | Search | Prospecting | tCPA | Finasteride LP test,504.00, --,Daily,USD,Paused,unknown; campaign paused; campaign ended; All ad groups paused; All ads paused; some ads disapproved; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize Conversions (Target CPA),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | ED | Tadalafil Aristo | Search | Prospecting | tCPA | weekends,840.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All ads paused; most ads disapproved, --,Search,0, --,0,0.00,0,Maximize Conversions (Target CPA),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | Hair Loss | Finasteride | Search | Prospecting | eCPC #2,60.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All ads paused; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize clicks,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,DE | Birth control | Search | Prospecting | tCPA | less ad groups,1500.00, --,Daily,USD,Paused,campaign paused; campaign ended; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize Conversions (Target CPA),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) Sildenafil - Test,24.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All keywords paused; All ads paused; most ads disapproved, --,Search,0, --,0,0.00,0,Maximize Conversions,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | Hair Loss | Finasteride | Search | Prospecting | tCPA,504.00, --,Daily,USD,Paused,unknown; campaign paused; All ad groups paused; All ads paused; some ads disapproved; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize Conversions (Target CPA),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Enabled,(old) DE | Weight Loss Injection | Ozempic | Search | Prospecting | tCPA | Ozempic LP new test,500.00, --,Daily,USD,Ended,campaign ended; All ad groups paused; All ads paused; most ads disapproved, --,Search,0, --,0,0.00,0,Maximize Conversions (Target CPA),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | ED | Tadalafil Aristo | Search | Prospecting | tCPA,840.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All ads paused; most ads disapproved, --,Search,0, --,0,0.00,0,Maximize Conversions (Target CPA),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Enabled,(old) DE | ED | Sildenafil | Search | Prospecting | Max Clicks Landing page test,4920.00, --,Daily,USD,Ended,unknown; campaign ended; All ad groups paused; All ads paused; most ads disapproved; some ads limited by policy, --,Search,0, --,0,0.00,0,Maximize clicks,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,DE | Weight Loss Injection | Mounjaro | Shopping,560.00, --,Daily,USD,Paused,unknown; campaign paused; Products are excluded, --,Shopping,0, --,0,0.00,0,Manual CPC,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | ED | Viagra | Search | Prospecting | Max Clicks,60.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All ads paused; most ads disapproved, --,Search,0, --,0,0.00,0,Maximize clicks,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | General Weight Loss Injection | GLP1 | Search | Prospecting | tROAS,780.00, --,Daily,USD,Paused,unknown; campaign paused; All ad groups paused; All ads paused; most ads disapproved; some ads limited by policy, --,Search,0, --,0,0.00,0,Maximize clicks,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | Weight Loss Injection | Wegovy | Search | Prospecting | tCPA | Legacy vs Framer,1600.00, --,Daily,USD,Paused,campaign paused; campaign ended; All ad groups paused; All ads paused; most ads disapproved, --,Search,0, --,0,0.00,0,Target CPA,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Enabled,DE | ED | All | PMX,600.00, --,Daily,USD,Eligible (Limited),enhanced conversions has setup issues impacting performance; most asset groups limited by policy; bidding strategy learning,82.24,Performance Max,226,3.47%,1.74,392.36,"6,513",Maximize Conversions (Target CPA),226,0.88%,45.93,0.12,2.00,1.74,196.18,45.93
Enabled,DE | Brand | Kapsel | Search | tCPA,950.00, --,Daily,USD,Eligible (Limited),enhanced conversions has setup issues impacting performance; most ads limited by policy; some sitelinks are disapproved; bidding strategy learning,72.10,Search,72,25.35%,6.68,480.96,284,Maximize Conversions (Target CPA),72,16.21%,"5,453.44",11.34,11.67,6.68,41.20,"5,453.44"
Enabled,DE | ED | Potency medication | Search | Prospecting |,1000.00,DE | DE Share budget & Bid Strategy created on 17/12/2025 10:02,Daily,USD,Eligible (Limited),enhanced conversions has setup issues impacting performance; most ads limited by policy; search volume limited; missing enough relevant keywords,74.12,Search,27,5.10%,2.32,62.63,529,Maximize Conversions (Target CPA),27,0.00%,0.00,0.00,0.00,2.32,0.00,0.00
Enabled,DE | Weight Loss Injection | Wegovy | Search | Prospecting |,4000.00, --,Daily,USD,Eligible (Limited),unknown; enhanced conversions has setup issues impacting performance; most ads disapproved; some ads limited by policy; ad strength is poor,62.83,Search,329,4.70%,8.78,2887.35,"6,994",Maximize Conversions (Target CPA),329,0.51%,336.66,0.12,1.68,8.78,1718.71,336.66
Paused,DE | Weight Loss | GLP1 | Product Specific | Search | Prospecting | New,2160.00, --,Daily,USD,Paused,unknown; campaign paused; All ad groups paused; limited by budget; some ads disapproved; most ads limited by policy, --,Search,85,8.45%,5.98,507.89,"1,006",Maximize Conversions (Target CPA),85,2.88%,523.57,1.03,2.45,5.98,207.59,523.57
Paused,AT | Brand | Kapsel | Search | maxConv,360.00, --,Daily,USD,Paused,campaign paused; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize Conversions,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | Weight Loss Injection | GLP1 for Men | Search | Test | maxConv,150.00, --,Daily,USD,Paused,campaign paused; most ads disapproved, --,Search,0, --,0,0.00,0,Maximize Conversions,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,AT | Online Prescription/Doctor | Search | Prospecting | maxConv,480.00, --,Daily,USD,Paused,campaign paused; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize Conversions,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,"DE | Weight Loss Injection | Saxenda, Nevolat | Search | Prospecting |",100.00, --,Daily,USD,Paused,campaign paused; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize Conversions,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,DE | Weight Loss Injection | Wegovy | Search | Prospecting | max Conv | Head terms,400.00, --,Daily,USD,Paused,campaign paused; most ads disapproved, --,Search,0, --,0,0.00,0,Maximize Conversions,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | Weight loss | Saxenda | Search | Prospecting | maxConv,500.00, --,Daily,USD,Paused,campaign paused; most ads disapproved, --,Search,0, --,0,0.00,0,Maximize Conversions,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,DE | Weight Loss Injection | GLP1 | Search | Prospecting | max Conv,960.00, --,Daily,USD,Paused,campaign paused; most ads disapproved, --,Search,0, --,0,0.00,0,Maximize Conversions,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | ED | Tadalafil | Search | Prospecting | Max Clicks,120.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All ads paused; most ads disapproved, --,Search,0, --,0,0.00,0,Maximize clicks,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | Kapsel NYNM | Search | Prospecting | ManCPC,120.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All ads paused; most ads disapproved, --,Search,0, --,0,0.00,0,Manual CPC,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Enabled,(old) DE | Weight Loss Injection | GLP1 | Search | Prospecting | tCPA | new LP test,780.00, --,Daily,USD,Ended,unknown; campaign ended; All ad groups paused; All ads paused; most ads disapproved; some ads limited by policy, --,Search,0, --,0,0.00,0,Maximize clicks,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | Kapsel Weight Loss | Search | Low Intent topics | maxClick,100.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All ads paused; most ads disapproved, --,Search,0, --,0,0.00,0,Maximize clicks,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | Weight loss | Saxenda | Search | Prospecting | tCPA 100,350.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All ads paused; most ads disapproved, --,Search,0, --,0,0.00,0,Maximize Conversions (Target CPA),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,Online Apotheke,1.00, --,Daily,USD,Paused,campaign paused, --,Smart,0, --,0,0.00,0,Maximize clicks,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | ED | Sildenafil | Search | Prospecting | Exact,120.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All ads paused; most ads disapproved, --,Search,0, --,0,0.00,0,CPC (enhanced),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | Weight Loss Injection | Ozempic | Search | Prospecting | tCPA,500.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All ads paused; most ads disapproved, --,Search,0, --,0,0.00,0,Target CPA,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | ED | Sildenafil | Search | Prospecting | tCPA AB Test CPA 50,4920.00, --,Daily,USD,Paused,unknown; campaign paused; campaign ended; All ad groups paused; All ads paused; some ads disapproved; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize Conversions (Target CPA),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | Birth control | Search | Prospecting | maxConv,960.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All ads paused; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize Conversions,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | ED | Viagra | Search | Prospecting | eCPC,60.00, --,Daily,USD,Paused,unknown; campaign paused; All ad groups paused; All ads paused; some ads disapproved; most ads limited by policy, --,Search,0, --,0,0.00,0,CPC (enhanced),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | Kapsel Online Pharmacy | AB Test | Bid Strat tCPA,1500.00, --,Daily,USD,Paused,campaign paused; campaign ended; All ad groups paused; All ads paused; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize Conversions (Target CPA),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | HL | Finasteride | Search | Prospecting | eCPC #2,60.00, --,Daily,USD,Paused,unknown; campaign paused; All ad groups paused; All ads paused; some ads disapproved; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize clicks,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Total: Campaigns, --, --, --, --,USD, --,, --, --,"10,979",7.84%,1.69,18513.15,"139,977", --,"4,270",0.56%,"11,250.12",0.61,61.86,4.34,299.27,"11,250.12"
Total: Account,,,,,USD,,,,,"10,979",7.84%,1.69,18513.15,"139,977",,"4,270",0.56%,"11,250.12",0.61,61.86,4.34,299.27,"11,250.12"
Total: Search,,,,,USD,,,,Search,"2,162",6.74%,4.81,10407.25,"32,061",,"2,162",2.09%,"8,599.97",0.83,45.17,4.81,230.40,"8,599.97"
Total: Shopping,,,,,USD,,,,Shopping,0, --,0,0.00,0,,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Total: Performance Max,,,,,USD,,,,Performance Max,"8,817",8.17%,0.92,8105.91,"107,916",,"2,108",0.19%,"2,650.15",0.33,16.69,3.85,485.63,"2,650.15"
Total: Smart,,,,,USD,,,,Smart,0, --,0,0.00,0,,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Total: Display,,,,,USD,,,,Display,0, --,0,0.00,0,,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
