Campaign report
"April 16, 2026 - April 16, 2026"
Campaign status,Campaign,Budget,Budget name,Budget type,Currency code,Status,Status reasons,Optimization score,Campaign type,Interactions,Interaction rate,Avg. cost,Cost,Impr.,Bid strategy type,Clicks,Conv. rate,Conv. value,Conv. value / cost,Conversions,Avg. CPC,Cost / conv.,Original conv. value
Paused,(old) DE | ED | Sildenafil | Search | Prospecting | Broad,120.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All ads paused; most ads disapproved, --,Search,0, --,0,0.00,0,CPC (enhanced),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | Kapsel | - | Search | Prospecting | Max Clicks,120.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All ads paused; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize clicks,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Enabled,DE | Weight Loss Injection | Mounjaro  | Search | Prospecting,4000.00, --,Daily,USD,Eligible (Limited),unknown; enhanced conversions has setup issues impacting performance; most ads disapproved; some ads limited by policy; ad strength is poor,63.58,Search,152,6.63%,8.40,1276.93,"2,293",Maximize Conversions (Target CPA),152,1.97%,728.98,0.57,3.00,8.40,425.64,728.98
Paused,DE | Smoking cessation | Bupropion | Search | Prospecting | maxConv,120.00, --,Daily,USD,Paused,campaign paused; most ads disapproved, --,Search,0, --,0,0.00,0,Maximize Conversions,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | Weight Loss Injection | Wegovy | Search | Prospecting | tROAS,1600.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All ads paused; most ads disapproved, --,Search,0, --,0,0.00,0,Target CPA,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | ED | Viagra | Search | Prospecting | tCPA,1044.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All ads paused; most ads disapproved, --,Search,0, --,0,0.00,0,Maximize Conversions (Target CPA),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,AT | Online Prescription/Doctor | Search | Prospecting | maxConv,480.00, --,Daily,USD,Paused,campaign paused; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize Conversions,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | Kapsel Weight Loss | Search | Low Intent topics | maxClick,100.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All ads paused; most ads disapproved, --,Search,0, --,0,0.00,0,Maximize clicks,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | Weight loss | Saxenda | Search | Prospecting | tCPA 100,350.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All ads paused; most ads disapproved, --,Search,0, --,0,0.00,0,Maximize Conversions (Target CPA),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,DE | Weight Loss Injection | Competitors | Search,220.00, --,Daily,USD,Paused,campaign paused; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize Conversions,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,DE | Weight Loss Injection | Wegovy | Search | Prospecting | maxConv,1600.00, --,Daily,USD,Paused,unknown; campaign paused; most ads disapproved; some ads limited by policy, --,Search,0, --,0,0.00,0,Maximize Conversions,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Enabled,(old) DE | ED | Sildenafil | Search | Prospecting | Max Clicks Landing page test,4920.00, --,Daily,USD,Ended,unknown; campaign ended; All ad groups paused; All ads paused; most ads disapproved; some ads limited by policy, --,Search,0, --,0,0.00,0,Maximize clicks,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | ED | Tadalafil Aristo | Search | Prospecting | tCPA,840.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All ads paused; most ads disapproved, --,Search,0, --,0,0.00,0,Maximize Conversions (Target CPA),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | General Weight Loss Injection | GLP1 | Search | Prospecting | tROAS,780.00, --,Daily,USD,Paused,unknown; campaign paused; All ad groups paused; All ads paused; most ads disapproved; some ads limited by policy, --,Search,0, --,0,0.00,0,Maximize clicks,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,DE | Weight Loss Injection | Mounjaro | Shopping,560.00, --,Daily,USD,Paused,unknown; campaign paused; Products are excluded, --,Shopping,0, --,0,0.00,0,Manual CPC,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | Weight loss Pills | Orlistat/Xenical | Search | Prospecting | maxConv,200.00, --,Daily,USD,Paused,campaign paused; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize Conversions,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,DE | Weight Loss Injection | Mounjaro | Search | Prospecting | maxconv,1000.00, --,Daily,USD,Paused,unknown; campaign paused; some ads disapproved; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize Conversions,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | ED | Tadalafil Aristo | Search | Prospecting | tCPA | weekends,840.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All ads paused; most ads disapproved, --,Search,0, --,0,0.00,0,Maximize Conversions (Target CPA),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | Hair Loss | Finasteride | Search | Prospecting | tCPA,504.00, --,Daily,USD,Paused,unknown; campaign paused; All ad groups paused; All ads paused; some ads disapproved; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize Conversions (Target CPA),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | ED | Viagra | Search | Prospecting | Max Clicks,60.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All ads paused; most ads disapproved, --,Search,0, --,0,0.00,0,Maximize clicks,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | Hair Loss | Finasteride | Search | Prospecting | eCPC #2,60.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All ads paused; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize clicks,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | Hair Loss | Finasteride | Search | Prospecting | tCPA | Finasteride LP test,504.00, --,Daily,USD,Paused,unknown; campaign paused; campaign ended; All ad groups paused; All ads paused; some ads disapproved; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize Conversions (Target CPA),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | Weight Loss Injection | Semaglutid | Search | Prospecting | tCPA,300.00, --,Daily,USD,Paused,unknown; campaign paused; All ad groups paused; All ads paused; some ads disapproved; some ads limited by policy, --,Search,0, --,0,0.00,0,Maximize Conversions (Target CPA),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | Contraceptive Pill | - | Search | Prospecting,1.20, --,Daily,USD,Paused,unknown; campaign paused; All ads paused; some ads disapproved; most ads limited by policy, --,Search,0, --,0,0.00,0,Target Impression Share,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Enabled,DE | Online Pharmacy/Doctor | Search | Prospecting | tCPA,1500.00, --,Daily,USD,Eligible (Limited),enhanced conversions has setup issues impacting performance; most ads limited by policy; ad strength is poor; missing enough relevant keywords,67.29,Search,374,8.71%,2.56,957.47,"4,292",Maximize Conversions (Target CPA),374,3.12%,644.52,0.67,11.68,2.56,81.97,644.52
Enabled,DE | Birth control | Search | Prospecting | tCPA,1500.00, --,Daily,USD,Eligible (Limited),enhanced conversions has setup issues impacting performance; most ads limited by policy; missing enough relevant keywords,62.23,Search,220,3.74%,2.91,640.53,"5,879",Maximize Conversions (Target CPA),220,2.27%,287.46,0.45,5.00,2.91,128.11,287.46
Enabled,DE | Hair Loss | All | PMX,440.00, --,Daily,USD,Eligible (Limited),enhanced conversions has setup issues impacting performance; most asset groups limited by policy; bidding strategy learning,87.27,Performance Max,71,2.50%,1.39,98.97,"2,843",Maximize Conversions (Target CPA),60,0.00%,0.00,0.00,0.00,1.65,0.00,0.00
Paused,DE | Weight Loss Injection | Wegovy | Shopping,560.00, --,Daily,USD,Paused,unknown; campaign paused; Products are excluded, --,Shopping,0, --,0,0.00,0,Manual CPC,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | ED | Potenzmittel / potency medication | Search | Prospecting | tCPA,240.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All ads paused; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize Conversions (Target CPA),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | Hair loss | Search | Prospecting | tCPA | broad only,600.00, --,Daily,USD,Paused,campaign paused; campaign ended; All ad groups paused; All ads paused; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize Conversions (Target CPA),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | Weight Loss Injection | Competitors | Search | Prospecting | maxClick,150.00, --,Daily,USD,Paused,unknown; campaign paused; All ad groups paused; All ads paused; most ads disapproved; some ads limited by policy, --,Search,0, --,0,0.00,0,Maximize clicks,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | ED | Sildenafil | Search | Prospecting | tCPA,4920.00, --,Daily,USD,Paused,unknown; campaign paused; All ad groups paused; All ads paused; some ads disapproved; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize Conversions (Target CPA),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) Sildenafil - Test #2,24.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All keywords paused; All ads paused; most ads disapproved, --,Search,0, --,0,0.00,0,Maximize Conversions,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | WL | Saxenda | Search | Prospecting | CPC,240.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All ads paused; most ads limited by policy, --,Search,0, --,0,0.00,0,CPC (enhanced),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | ED | Potenzmittel | Search | Prospecting | Max Clicks,60.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All ads paused; most ads disapproved, --,Search,0, --,0,0.00,0,Maximize Conversion Value (Target ROAS),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Enabled,DE | Weight Loss Injection | Ozempic | Search | Prospecting |,4000.00, --,Daily,USD,Eligible (Limited),unknown; enhanced conversions has setup issues impacting performance; most ads disapproved; some ads limited by policy,70.36,Search,632,10.81%,4.49,2834.60,"5,844",Maximize Conversions (Target CPA),632,0.01%,8.61,0.00,0.04,4.49,63671.63,8.61
Paused,DE | Weight Loss Injection | GLP1 | Search | Generic,780.00, --,Daily,USD,Paused,campaign paused; All ads paused; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize Conversions (Target CPA),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | Weight Loss Injection | Wegovy | Search | Prospecting | tCPA | Legacy vs Framer,1600.00, --,Daily,USD,Paused,campaign paused; campaign ended; All ad groups paused; All ads paused; most ads disapproved, --,Search,0, --,0,0.00,0,Target CPA,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Enabled,DE | Brand | Kapsel | Search | tCPA,950.00, --,Daily,USD,Eligible (Limited),enhanced conversions has setup issues impacting performance; most ads limited by policy; some sitelinks are disapproved; bidding strategy learning,72.10,Search,100,31.35%,6.86,685.74,319,Maximize Conversions (Target CPA),100,9.65%,"2,658.19",3.88,9.65,6.86,71.09,"2,658.19"
Paused,DE | Weight Loss Injection | GLP1 | Search | Prospecting | max Conv,960.00, --,Daily,USD,Paused,campaign paused; most ads disapproved, --,Search,0, --,0,0.00,0,Maximize Conversions,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,DE | Birth control | Search | Prospecting | tCPA | less ad groups,1500.00, --,Daily,USD,Paused,campaign paused; campaign ended; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize Conversions (Target CPA),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Enabled,(old) DE | ED | Sildenafil | Search | Prospecting | Max Clicks | Broad,4920.00, --,Daily,USD,Ended,unknown; campaign ended; All ad groups paused; All ads paused; most ads disapproved; some ads limited by policy, --,Search,0, --,0,0.00,0,Maximize clicks,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) Sildenafil - Test,24.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All keywords paused; All ads paused; most ads disapproved, --,Search,0, --,0,0.00,0,Maximize Conversions,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Enabled,"DE | ED | Sildenafil, Tadalafil | Search | Prospecting |",1000.00,DE | DE Share budget & Bid Strategy created on 17/12/2025 10:02,Daily,USD,Eligible (Limited),unknown; enhanced conversions has setup issues impacting performance; some ads disapproved; most ads limited by policy; some sitelinks are disapproved; search volume limited; missing enough relevant keywords,72.51,Search,76,6.87%,2.50,190.05,"1,106",Maximize Conversions (Target CPA),76,6.05%,147.86,0.78,4.60,2.50,41.32,147.86
Paused,DE | ED | Cialis | Search | Prospecting | tCPA 100,600.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All ads paused; most ads disapproved, --,Search,0, --,0,0.00,0,Maximize Conversions (Target CPA),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,Übergewicht (Frame Landingpage),120.00, --,Daily,USD,Paused,campaign paused; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize Conversions,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,DE | Weight Loss Injection | Competitors | All | PMX,50.00, --,Daily,USD,Paused,campaign paused; most asset groups limited by policy, --,Performance Max,0, --,0,0.00,0,Maximize Conversions,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | Kapsel | - | Display | Competitors URLs,60.00, --,Daily,USD,Paused,campaign paused; most ads limited by policy, --,Display,0, --,0,0.00,0,Maximize Conversions,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | Weight loss | Saxenda | Search | Prospecting | maxConv,500.00, --,Daily,USD,Paused,campaign paused; most ads disapproved, --,Search,0, --,0,0.00,0,Maximize Conversions,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | ED | Sildenafil | Search | Prospecting | Exact,120.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All ads paused; most ads disapproved, --,Search,0, --,0,0.00,0,CPC (enhanced),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | Kapsel NYNM | Search | Prospecting | ManCPC,120.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All ads paused; most ads disapproved, --,Search,0, --,0,0.00,0,Manual CPC,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Enabled,DE | Birth control | All | PMX,391.68, --,Daily,USD,Eligible (Limited),enhanced conversions has setup issues impacting performance; bidding strategy constrained; most asset groups limited by policy; bidding strategy learning; Products are excluded,76.71,Performance Max,44,2.12%,2.00,87.88,"2,079",Maximize Conversions (Target CPA),39,0.00%,0.00,0.00,0.00,2.25,0.00,0.00
Paused,(old) DE | Weight Loss Injection | GLP1 | Search | Prospecting | maxConv,1000.00, --,Daily,USD,Paused,campaign paused; most ads disapproved, --,Search,0, --,0,0.00,0,Target CPA,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Enabled,(old) DE | ED | Sildenafil | Search | Prospecting | tCPA AB Test - maxCPC setting,4920.00, --,Daily,USD,Ended,unknown; campaign ended; All ads paused; some ads disapproved; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize Conversions (Target CPA),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Enabled,(old) DE | ED | Tadalafil Aristo | Search | Prospecting | tCPA | AB Test - all languages,840.00, --,Daily,USD,Ended,campaign ended; All ad groups paused; All ads paused; most ads disapproved, --,Search,0, --,0,0.00,0,Maximize Conversions (Target CPA),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | Weight Loss Injection | Mounjaro | Search | Prospecting | max clicks | Test Mounjaro Discount#2,1000.00, --,Daily,USD,Paused,unknown; campaign paused; campaign ended; All ad groups paused; All ads paused; most ads disapproved; some ads limited by policy, --,Search,0, --,0,0.00,0,Maximize clicks,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) test,276.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All keywords paused; All ads paused; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize Conversions (Target CPA),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Enabled,(old) DE | Weight Loss Injection | Wegovy | Search | Prospecting | tCPA | AB test new structure,1600.00, --,Daily,USD,Ended,campaign ended; All ad groups paused; All ads paused; most ads limited by policy, --,Search,0, --,0,0.00,0,Target CPA,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Total: Campaigns, --, --, --, --,USD, --,, --, --,"11,193",10.32%,1.45,16255.97,"108,458", --,"3,857",0.48%,"7,711.92",0.47,54.00,4.21,301.05,"7,711.92"
Total: Account,,,,,USD,,,,,"11,193",10.32%,1.45,16255.97,"108,458",,"3,857",0.48%,"7,711.92",0.47,54.00,4.21,301.05,"7,711.92"
Total: Smart,,,,,USD,,,,Smart,0, --,0,0.00,0,,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Total: Search,,,,,USD,,,,Search,"1,921",7.21%,4.64,8908.95,"26,635",,"1,921",2.05%,"4,991.32",0.56,39.30,4.64,226.67,"4,991.32"
Total: Display,,,,,USD,,,,Display,0, --,0,0.00,0,,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Total: Shopping,,,,,USD,,,,Shopping,0, --,0,0.00,0,,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Total: Performance Max,,,,,USD,,,,Performance Max,"9,272",11.33%,0.79,7347.02,"81,823",,"1,936",0.16%,"2,720.59",0.37,14.69,3.79,500.01,"2,720.59"
