Campaign report
"April 23, 2026 - April 23, 2026"
Campaign status,Campaign,Budget,Budget name,Budget type,Currency code,Status,Status reasons,Optimization score,Campaign type,Interactions,Interaction rate,Avg. cost,Cost,Impr.,Bid strategy type,Clicks,Conv. rate,Conv. value,Conv. value / cost,Conversions,Avg. CPC,Cost / conv.,Original conv. value
Paused,(old) DE | Birth control | Search | Prospecting | maxConv,960.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All ads paused; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize Conversions,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | Weight Loss Injection | Ozempic | Search | Prospecting | tCPA,500.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All ads paused; most ads disapproved, --,Search,0, --,0,0.00,0,Target CPA,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | ED | Tadalafil | Search | Prospecting | Max Clicks,120.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All ads paused; most ads disapproved, --,Search,0, --,0,0.00,0,Maximize clicks,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Enabled,(old) DE | Weight Loss Injection | GLP1 | Search | Prospecting | tCPA | new LP test,780.00, --,Daily,USD,Ended,unknown; campaign ended; All ad groups paused; All ads paused; most ads disapproved; some ads limited by policy, --,Search,0, --,0,0.00,0,Maximize clicks,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | Kapsel NYNM | Search | Prospecting | ManCPC,120.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All ads paused; most ads disapproved, --,Search,0, --,0,0.00,0,Manual CPC,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | Weight loss | Saxenda | Search | Prospecting | tCPA 100,350.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All ads paused; most ads disapproved, --,Search,0, --,0,0.00,0,Maximize Conversions (Target CPA),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,Online Apotheke,1.00, --,Daily,USD,Paused,campaign paused, --,Smart,0, --,0,0.00,0,Maximize clicks,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Enabled,DE | Hair Loss | All | PMX,440.00, --,Daily,USD,Eligible (Limited),enhanced conversions has setup issues impacting performance; most asset groups limited by policy; bidding strategy learning,87.27,Performance Max,52,1.61%,1.20,62.31,"3,228",Maximize Conversions (Target CPA),52,0.00%,0.00,0.00,0.00,1.20,0.00,0.00
Enabled,"DE | ED | Sildenafil, Tadalafil | Search | Prospecting |",1000.00,DE | DE Share budget & Bid Strategy created on 17/12/2025 10:02,Daily,USD,Eligible (Limited),unknown; enhanced conversions has setup issues impacting performance; some ads disapproved; most ads limited by policy; some sitelinks are disapproved; search volume limited; missing enough relevant keywords,72.51,Search,52,5.08%,2.32,120.43,"1,023",Maximize Conversions (Target CPA),52,1.84%,167.67,1.39,0.96,2.32,126.04,167.67
Enabled,DE | Weight Loss Injection | All | PMX,6500.00, --,Daily,USD,Eligible (Limited),enhanced conversions has setup issues impacting performance; limited by budget; most asset groups limited by policy; bidding strategy learning,76.99,Performance Max,"2,310",2.29%,2.29,5294.77,"100,865",Maximize Conversion Value (Target ROAS),"2,116",0.21%,"1,211.04",0.23,4.89,2.50,1081.95,"1,211.04"
Enabled,DE | Birth control | All | PMX,391.68, --,Daily,USD,Eligible (Limited),enhanced conversions has setup issues impacting performance; bidding strategy constrained; most asset groups limited by policy; bidding strategy learning; Products are excluded,76.71,Performance Max,42,2.71%,1.43,60.25,"1,551",Maximize Conversions (Target CPA),38,0.00%,0.00,0.00,0.00,1.59,0.00,0.00
Enabled,DE | Weight Loss Injection | Mounjaro  | Search | Prospecting,4000.00, --,Daily,USD,Eligible (Limited),unknown; enhanced conversions has setup issues impacting performance; most ads disapproved; some ads limited by policy; ad strength is poor,63.58,Search,309,5.46%,4.08,1261.32,"5,655",Maximize Conversions (Target CPA),309,0.65%,346.97,0.28,2.00,4.08,630.66,346.97
Paused,(old) DE | Weight Loss Injection | GLP1 | Search | Prospecting | maxConv,1000.00, --,Daily,USD,Paused,campaign paused; most ads disapproved, --,Search,0, --,0,0.00,0,Target CPA,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,AT | ED | Potency medication | Search | Prospecting | maxConv,240.00, --,Daily,USD,Paused,campaign paused; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize Conversions,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,DE | Smoking cessation | Bupropion | Search | Prospecting | maxConv,120.00, --,Daily,USD,Paused,campaign paused; most ads disapproved, --,Search,0, --,0,0.00,0,Maximize Conversions,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,AT | Birth control | Search | Prospecting | maxConv,300.00, --,Daily,USD,Paused,campaign paused; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize Conversions,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,Übergewicht (Frame Landingpage),120.00, --,Daily,USD,Paused,campaign paused; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize Conversions,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,DE | Weight Loss Injection | Mounjaro - 0825 | Search | Prospecting | maxConv,1200.00, --,Daily,USD,Paused,campaign paused; most ads disapproved, --,Search,0, --,0,0.00,0,Maximize Conversions,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | ED | Viagra | Search | Prospecting | tCPA 100,600.00, --,Daily,USD,Paused,campaign paused; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize Conversions (Target CPA),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,DE | Weight Loss Injection | Competitors | All | PMX,50.00, --,Daily,USD,Paused,campaign paused; most asset groups limited by policy, --,Performance Max,0, --,0,0.00,0,Maximize Conversions,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,DE | Weight Loss Injection | Wegovy | Shopping,560.00, --,Daily,USD,Paused,unknown; campaign paused; Products are excluded, --,Shopping,0, --,0,0.00,0,Manual CPC,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) test,276.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All keywords paused; All ads paused; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize Conversions (Target CPA),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | ED | Sildenafil | Search | Prospecting | Broad,120.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All ads paused; most ads disapproved, --,Search,0, --,0,0.00,0,CPC (enhanced),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | Weight Loss Injection | Mounjaro | Search | Prospecting | max clicks | Test Mounjaro Discount#2,1000.00, --,Daily,USD,Paused,unknown; campaign paused; campaign ended; All ad groups paused; All ads paused; most ads disapproved; some ads limited by policy, --,Search,0, --,0,0.00,0,Maximize clicks,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | ED | Potenzmittel | Search | Prospecting | Max Clicks,60.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All ads paused; most ads disapproved, --,Search,0, --,0,0.00,0,Maximize Conversion Value (Target ROAS),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | General Weight Loss Injection | GLP1 | Search | Prospecting | tROAS| AB TEST tCPA,780.00, --,Daily,USD,Paused,unknown; campaign paused; campaign ended; All ad groups paused; All ads paused; most ads disapproved; some ads limited by policy, --,Search,0, --,0,0.00,0,Maximize clicks,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | Kapsel | - | Display | Competitors URLs,60.00, --,Daily,USD,Paused,campaign paused; most ads limited by policy, --,Display,0, --,0,0.00,0,Maximize Conversions,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | ED | Sildenafil | Search | Prospecting | tCPA,4920.00, --,Daily,USD,Paused,unknown; campaign paused; All ad groups paused; All ads paused; some ads disapproved; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize Conversions (Target CPA),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | Hair loss | Search | Prospecting | tCPA | broad only,600.00, --,Daily,USD,Paused,campaign paused; campaign ended; All ad groups paused; All ads paused; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize Conversions (Target CPA),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | Weight Loss Injection | Competitors | Search | Prospecting | maxClick,150.00, --,Daily,USD,Paused,unknown; campaign paused; All ad groups paused; All ads paused; most ads disapproved; some ads limited by policy, --,Search,0, --,0,0.00,0,Maximize clicks,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Enabled,(old) DE | Weight Loss Injection | Wegovy | Search | Prospecting | tCPA | AB test new structure,1600.00, --,Daily,USD,Ended,campaign ended; All ad groups paused; All ads paused; most ads limited by policy, --,Search,0, --,0,0.00,0,Target CPA,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Enabled,(old) DE | ED | Tadalafil Aristo | Search | Prospecting | tCPA | AB Test - all languages,840.00, --,Daily,USD,Ended,campaign ended; All ad groups paused; All ads paused; most ads disapproved, --,Search,0, --,0,0.00,0,Maximize Conversions (Target CPA),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Enabled,(old) DE | ED | Sildenafil | Search | Prospecting | tCPA AB Test - maxCPC setting,4920.00, --,Daily,USD,Ended,unknown; campaign ended; All ads paused; some ads disapproved; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize Conversions (Target CPA),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | ED | Sildenafil | Search | Prospecting | [Exact],120.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All ads paused; most ads disapproved, --,Search,0, --,0,0.00,0,Maximize clicks,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | Birth control | Search | Prospecting | weekend | maxClick,240.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All ads paused; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize clicks,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | Weight Loss Injection | Semaglutid | Search | Prospecting | tCPA | Test LP,300.00, --,Daily,USD,Paused,campaign paused; campaign ended; All ad groups paused; All ads paused; most ads disapproved, --,Search,0, --,0,0.00,0,Maximize Conversions (Target CPA),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | ED | Potenzmittel / potency medication | Search | Prospecting | tCPA,240.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All ads paused; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize Conversions (Target CPA),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,DE | Weight Loss Injection | WL all | Shopping,660.00, --,Daily,USD,Paused,unknown; campaign paused; Products are excluded, --,Shopping,0, --,0,0.00,0,Target ROAS,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | Weight Loss Injection | Wegovy | Search | Prospecting | tROAS,1600.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All ads paused; most ads disapproved, --,Search,0, --,0,0.00,0,Target CPA,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,DE | Hair loss | Shopping - Test Regaine,120.00, --,Daily,USD,Paused,unknown; campaign paused; Products are excluded, --,Shopping,0, --,0,0.00,0,Manual CPC,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | ED | Viagra | Search | Prospecting | tCPA,1044.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All ads paused; most ads disapproved, --,Search,0, --,0,0.00,0,Maximize Conversions (Target CPA),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | Kapsel | - | Search | Prospecting | Max Clicks,120.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All ads paused; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize clicks,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | WL | Saxenda | Search | Prospecting | CPC,240.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All ads paused; most ads limited by policy, --,Search,0, --,0,0.00,0,CPC (enhanced),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) Sildenafil - Test #2,24.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All keywords paused; All ads paused; most ads disapproved, --,Search,0, --,0,0.00,0,Maximize Conversions,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,DE | ED | Cialis | Search | Prospecting | tCPA 100,600.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All ads paused; most ads disapproved, --,Search,0, --,0,0.00,0,Maximize Conversions (Target CPA),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Total: Campaigns, --, --, --, --,USD, --,, --, --,"4,777",3.33%,2.98,14214.71,"143,301", --,"4,579",0.77%,"4,848.78",0.34,36.56,3.10,388.76,"4,848.78"
Total: Account,,,,,USD,,,,,"4,777",3.33%,2.98,14214.71,"143,301",,"4,579",0.77%,"4,848.78",0.34,36.56,3.10,388.76,"4,848.78"
Total: Search,,,,,USD,,,,Search,"2,182",6.44%,3.88,8470.46,"33,860",,"2,182",1.34%,"3,500.45",0.41,29.25,3.88,289.56,"3,500.45"
Total: Shopping,,,,,USD,,,,Shopping,0, --,0,0.00,0,,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Total: Performance Max,,,,,USD,,,,Performance Max,"2,595",2.37%,2.21,5744.25,"109,441",,"2,397",0.28%,"1,348.33",0.23,7.31,2.40,785.58,"1,348.33"
Total: Smart,,,,,USD,,,,Smart,0, --,0,0.00,0,,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Total: Display,,,,,USD,,,,Display,0, --,0,0.00,0,,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
